source,target,prediction
Arjan van der Schaft,Gjerrit Meinsma,P
Marie Cottrell,Gjerrit Meinsma,N
Bin Wang,Gjerrit Meinsma,N
Anne E. James,Gjerrit Meinsma,N
Charalampos Karagiannidis,Gladimir V. G. Baranoski,N
Yin Zhang,Gladimir V. G. Baranoski,N
Peng-Yeng Yin,Gladimir V. G. Baranoski,N
Yu-Ru Syau,Gladimir V. G. Baranoski,N
Bernard Tiddeman,Gladimir V. G. Baranoski,N
James R. Warren,Gleb Beliakov,P
Shuhong Gao,Gleb Beliakov,N
Koji Nakano,Glen Mullineux,N
Yoram Bresler,Glen Mullineux,N
Franco Brezzi,Glen Mullineux,N
Xuan F. Zha,Glen Mullineux,N
Marino Miculan,Glen Zorn,N
Andrzej Czygrinow,Glenn Hurlbert,P
Genghua Fan,Glenn Hurlbert,P
Henry A. Kierstead,Glenn Hurlbert,P
William T. Trotter,Glenn Hurlbert,P
Fernando Isasi de Vicente,Glenn Hurlbert,N
Varun Grover,Glenn Hurlbert,N
Jianmin Jiang,Glenn Hurlbert,N
Leszek Plaskota,Glenn Hurlbert,N
Geoff Sutcliffe,Glenn W. Parsons,N
T. Warren Liao,Gloria Faye Boudreaux-Bartels,N
Richard Wiggins,Gloria Faye Boudreaux-Bartels,N
Zhenhong Liu,Gloria Faye Boudreaux-Bartels,N
Fu-ren Lin,Gobinda G. Chowdhury,N
Szabolcs Mikulás,Gobinda G. Chowdhury,N
Gunter Saake,Gobinda G. Chowdhury,N
Joeri Engelfriet,Gobinda G. Chowdhury,N
Danny Krizanc,Godfried T. Toussaint,P
Ferran Hurtado,Godfried T. Toussaint,P
Francisco Gómez 0001,Godfried T. Toussaint,P
Jack Snoeyink,Godfried T. Toussaint,P
Michael E. Houle,Godfried T. Toussaint,P
Vera Sacristán,Godfried T. Toussaint,P
Yonghong Zeng,Godfried T. Toussaint,N
Yijie Han,Godfried T. Toussaint,N
Jiunn-Tsair Chen,Godfried T. Toussaint,N
Andreas Nolte,Godfried T. Toussaint,N
James Andrew McCammon,Godred Fairhurst,N
R. Srikant,Godred Fairhurst,N
Riccardo Zoppoli,Godred Fairhurst,N
Xusheng Wang,Godred Fairhurst,N
Arie Hasman,Godred Fairhurst,N
Carol Hamilton,Godred Fairhurst,N
Kim-Chuan Toh,Gongyun Zhao,P
Helmut Prodinger,Gongyun Zhao,N
Francisco del Pozo,Gongyun Zhao,N
D. Scott Wills,Gongyun Zhao,N
Sridhar Ramesh,Gongyun Zhao,N
Erkki Sutinen,Gonzalo Navarro,P
José L. Marroquín,Gonzalo Navarro,P
David C. Fisher,Gonzalo Navarro,N
Mark Baker,Gonzalo Navarro,N
K. S. Surana,Gonzalo Navarro,N
Takashi Takahashi,Gonzalo Navarro,N
Richard T. Vidgen,Gonzalo Pajares,N
Jorge Urrutia,Gonzalo Pajares,N
Jean-Yves Le Boudec,Gonzalo Pajares,N
José L. Paredes,Gonzalo R. Arce,P
André C. M. Ran,Gonzalo R. Arce,N
Igor Kozine,Gonzalo R. Arce,N
Khier Benmahammed,Gonzalo Álvarez,N
Peter Schröder,Gonzalo Álvarez,N
Myrna Holtz Wooders,Gonzalo Álvarez,N
Claudio Sossai,Gonzalo Álvarez,N
Sze-Bi Hsu,Goong Chen,P
Frits C. R. Spieksma,Goong Chen,N
Andrew J. Wathen,Gopal Dommety,N
Frank Harary,Gopal Gupta,P
Vairam Arunachalam,Gopal Gupta,N
Lewis M. Mackenzie,Gopal Gupta,N
Iven M. Y. Mareels,Gopal Gupta,N
Aravind Srinivasan,Goran Konjevod,P
Hans G. Kerkhoff,Goran Konjevod,N
M. Tamer Özsu,Goran Konjevod,N
Mateen M. Rizki,Goran Konjevod,N
Markus Werner,Gorazd Kandus,P
Mihael Mohorcic,Gorazd Kandus,P
Hao Lou,Gorazd Kandus,N
Peter Dadam,Gordon Bell,N
Maria A. Stuchly,Gordon Bell,N
Todd K. Moon,Gordon Bell,N
Matt Jones 0001,Gordon Bell,N
John Benamati,Gordon D. Plotkin,N
Satoshi Tanaka,Gordon D. Plotkin,N
Dianne P. O'Leary,Gordon D. Plotkin,N
Marko Petkovsek,Gordon G. Cash,P
Toshimitsu Ushio,Gordon G. Cash,N
Jon W. Mark,Gordon G. Cash,N
Steven W. McLaughlin,Gordon L. Stüber,P
Harry B. Hunt III,Gordon L. Stüber,N
Divesh Srivastava,Gordon L. Stüber,N
Michel Cosnard,Gordon L. Stüber,N
Guo-Hui Lin,Gordon L. Stüber,N
Peng-Jun Wan,Gordon Moran,N
David L. Hicks,Gordon Moran,N
Andrei Z. Broder,Gordon Moran,N
Rong Lin,Gordon R. J. Cooper,N
Beverly A. Sanders,Gordon R. J. Cooper,N
Vadim Shapiro,Gordon Rugg,N
Rajiv D. Banker,Gordon Rugg,N
Nicholas C. Romano Jr.,Gordon Rugg,N
Fábio M. Costa,Gordon S. Blair,P
Tzung-Shi Chen,Gordon S. Blair,N
Steven D. Blostein,Gordon S. Blair,N
Nicolas Spyratos,Gottfried Vossen,P
Bixio Rimoldi,Gottfried Vossen,N
Bernt Schiele,Gottfried Vossen,N
Raffaele Mosca,Gottfried Vossen,N
Antonio Bicchi,Gradimir V. Milovanovic,N
Jyrki Joutsensalo,Graham A. Jullien,N
Pedro Albertos,Graham C. Goodwin,P
S. O. Reza Moheimani,Graham C. Goodwin,P
Daniel Sánchez 0001,Graham E. Fagg,N
Martin Strauss 0001,Graham E. Fagg,N
D. K. Subramanian,Graham H. Norton,N
Luca Benvenuti,Graham H. Norton,N
Jeremy Gibbons,Graham Hutton,P
Raimo P. Hämäläinen,Graham Hutton,N
Maurizio Casoni,Graham Hutton,N
Philip E. Gill,Graham Hutton,N
Ralph Neininger,Graham Hutton,N
S. Sathiya Keerthi,Graham Hutton,N
N. Sreenath,Graham J. L. Kemp,N
Mani B. Srivastava,Graham J. L. Kemp,N
Tom Hastings,Graham J. L. Kemp,N
Hamid Aghvami,Graham Klyne,N
Patrizio Tomei,Graham Klyne,N
Ugur Güdükbay,Graham M. Treece,N
Yong-Jae Kim,Graham M. Treece,N
Cristina Cifuentes,Graham M. Treece,N
Seh-Woong Jeong,Graham R. Nudd,N
Giuseppe Ateniese,Graham R. Nudd,N
Shane G. Henderson,Graham R. Nudd,N
Borut Zalik,Grant Cairns,N
Firdaus E. Udwadia,Grant Cairns,N
David Gesbert,Grant Cairns,N
Jayme Luiz Szwarcfiter,Grant Cairns,N
Juan Ruiz-Alzola,Grant Cairns,N
Hongjun Lu,Grant Cairns,N
Fred G. Gustavson,Grant Lewison,N
Marek J. Druzdzel,Grant Lewison,N
Feng Zheng,Grant Lewison,N
Deborah East,Grantham K. H. Pang,N
Brock N. Meeks,Grantham K. H. Pang,N
Giancarlo Mauri,Graziano Pesole,P
Shu Lin,Graziano Pesole,N
Vithal M. Kulkarni,Graziano Pesole,N
Ratko Orlandic,Graziano Pesole,N
David H. Bailey,Greg Henry,P
Fred G. Gustavson,Greg Henry,P
James Demmel,Greg Henry,P
Xiaoye S. Li,Greg Henry,P
Irit Dinur,Greg Henry,N
Edward Tunstel,Greg Henry,N
Gabriele Kern-Isberner,Greg Henry,N
Massimiliano Mattei,Greg Henry,N
Leonid Reyzin,Greg Henry,N
Barry Smith 0001,Greg Hjorth,N
Sethu Vijayakumar,Greg Hjorth,N
Teodor Gabriel Crainic,Greg Hjorth,N
Taghi M. Khoshgoftaar,Greg Martin,N
Terence D. Todd,Greg Martin,N
Peter M. Corcoran,Greg Martin,N
Nava Pliskin,Greg Martin,N
Irfan Siap,Greg O'Shea,N
Wassim M. Haddad,Greg O'Shea,N
Rudolf Mathar,Greg O'Shea,N
Philip Hills,Greg O'Shea,N
Ken Morneault,Greg Sidebottom,P
Arnaud Delorme,Greg Sidebottom,N
Gaetano Quattrocchi,Greg Sidebottom,N
Heeseok Lee,Greg Sidebottom,N
Joe Kilian,Greg Sidebottom,N
Giovanni De Micheli,Greg Sidebottom,N
David S. Pallett,Greg Turk,N
Mohammed Bennamoun,Greg Turk,N
Michael D. Hendy,Greg Turk,N
Bert R. Boyce,Greg Welch,N
Henri Nicolas,Greg Welch,N
Klaus Obermayer,Greg Welch,N
Erlendur S. Thorsteinsson,Greger Ottosson,P
John N. Hooker,Greger Ottosson,P
David Ellis,Greger Ottosson,N
Hitoshi Isahara,Greger Ottosson,N
Dirk Stroobandt,Greger Ottosson,N
Monique Laurent,Greger Ottosson,N
Gabriele Piccoli,Greger Ottosson,N
Elena Ferrari,Greger Ottosson,N
David S. Rosenblum,Gregg Rothermel,P
Elaine J. Weyuker,Gregg Rothermel,P
Georg Dorffner,Gregg Rothermel,N
Yu-Chi Ho,Gregg Rothermel,N
Aman Behal,Gregg Rothermel,N
Lluís Màrquez,Gregg Rothermel,N
Ernst-Erich Doberkat,Gregor Engels,P
Teck Yoong Chai,Gregor Engels,N
Paul E. Howard,Gregor Engels,N
R. B. Lenin,Gregor Engels,N
Harold Ossher,Gregor Kiczales,P
Chung J. Kuo,Gregor Kiczales,N
Béla Bollobás,Gregor Kiczales,N
Peter Brucker,Gregor Kiczales,N
James Demmel,Gregorio Malajovich,P
Robert A. van de Geijn,Gregorio Quintana-Ortí,P
Vicente Hernández,Gregorio Quintana-Ortí,P
Thomas A. Henzinger,Gregorio Quintana-Ortí,N
Lefteris Angelis,Gregorio Quintana-Ortí,N
Yong Shi,Gregorio Vlad,N
Rodney W. Topor,Gregorio Vlad,N
Wai-Hung Ip,Gregorio Vlad,N
Yoshihiko Nakamura,Gregorio Vlad,N
Kenneth M. Anderson,Gregory Allen Kohring,N
Peter J. Olver,Gregory Allen Kohring,N
Gordon Rugg,Gregory Allen Kohring,N
Jason I. Hong,Gregory B. Newby,N
Francisco Gómez 0001,Gregory B. Newby,N
George Hripcsak,Gregory B. Newby,N
Tova Milo,Gregory B. Newby,N
Theodore S. Papatheodorou,Gregory B. Newby,N
Mark Guzdial,Gregory D. Abowd,P
Tom Rodden,Gregory D. Abowd,P
Radko Mesiar,Gregory D. Abowd,N
Barbara A. Rapp,Gregory D. Schuler,P
Janan T. Eppig,Gregory D. Schuler,P
Jian Lu,Gregory D. Schuler,P
Tatiana A. Tatusova,Gregory D. Schuler,P
Rebecca R. Richards-Kortum,Gregory D. Schuler,N
Paul B. Kantor,Gregory D. Schuler,N
Gérard Duchamp,Gregory D. Schuler,N
Michael Jenkin,Gregory Dudek,P
Monica Bianchini,Gregory Dudek,N
Stan Z. Li,Gregory Dudek,N
Rathindra Sarathy,Gregory Dudek,N
Teresa Bernarda Ludermir,Gregory Dudek,N
Bruce L. Golden,Gregory Dudek,N
Chan M. Kim,Gregory J. Follen,P
Isaac Lopez,Gregory J. Follen,P
Janche Sang,Gregory J. Follen,P
Stefania Bandini,Gregory J. Follen,N
Manuel A. Pérez-Quiñones,Gregory J. Follen,N
Umpei Nagashima,Gregory J. Follen,N
Giuseppe Orlando,Gregory J. Follen,N
W. Steven Gray,Gregory J. Pottie,N
Biing-Feng Wang,Gregory J. Pottie,N
Bjarne K. Ersbøll,Gregory J. Pottie,N
Robert B. Fisher,Gregory L. Cherlin,N
Macario Polo,Gregory L. Cherlin,N
Robert Simon,Gregory L. Cherlin,N
Gurusamy Mohan,Gregory Levitin,N
M. Reha Civanlar,Gregory Levitin,N
Daniela Rus,Gregory S. Chirikjian,P
Kai-Yuan Cai,Gregory S. Chirikjian,N
Daniel C. Lee 0001,Gregory S. Chirikjian,N
Amílcar Sernadas,Gregory W. Hislop,N
Victor Maojo,Gregory W. Hislop,N
Giorgio C. Buttazzo,Gregory W. Hislop,N
Bruno Codenotti,Gregory W. Hislop,N
Ahmed H. Tewfik,Gregory W. Hislop,N
Ben-yu Guo,Gregory W. Hislop,N
Theodora A. Varvarigou,Gregory W. Hislop,N
Alle-Jan van der Veen,Gregory W. Wornell,P
H. Vincent Poor,Gregory W. Wornell,P
Sanpei Kageyama,Gregory W. Wornell,N
Andrew Wilson,Gregory W. Wornell,N
Deryn Watson,Gregory W. Wornell,N
Juebang Yu,Gregory W. Wornell,N
Linda G. Bushnell,Gregory Walsh,P
Kuntal Sengupta,Gregory Walsh,N
Agostino Poggi,Gregory Walsh,N
Gordon Rugg,Gregory Walsh,N
Cristian Vidrascu,Gregory Walsh,N
Hyeong-Ah Choi,Gregory Walsh,N
Eng Guan Tay,Gregory Z. Gutin,P
Khee Meng Koh,Gregory Z. Gutin,P
Rick S. Blum,Gregory Z. Gutin,N
P. S. Krishnaprasad,Gregory Z. Gutin,N
Norman I. Badler,Gregory Z. Gutin,N
Surya B. Yadav,Gregory Z. Gutin,N
Dilip Sarkar,Gregory Z. Gutin,N
Andreas Junghanns,Gregory Z. Gutin,N
Hunter G. Hoffman,Grigore C. Burdea,P
Larry F. Hodges,Grigore C. Burdea,P
Dietrich Stauffer,Grigore C. Burdea,N
Gerald Pfeifer,Grigore C. Burdea,N
José Meseguer,Grigore Rosu,P
Shai Ben-David,Grigoris Antoniou,N
Yoshimi Egawa,Grigoris Antoniou,N
Tom Ziemke,Grigoris Antoniou,N
Paul W. Fieguth,Grigoris Antoniou,N
Xiang-Yang Li 0001,Gruia Calinescu,P
Hans Hagen,Gruia Calinescu,N
Leslie Daigle,Gruia Calinescu,N
Leslie D. Servi,Gruia Calinescu,N
Jorge Arturo Cobb,Gruia Calinescu,N
Cornelius Frömmel,Gruia Calinescu,N
George Varghese,Gruia-Catalin Roman,P
Gian Pietro Picco,Gruia-Catalin Roman,P
Peter C. Jurs,Gruia-Catalin Roman,N
Andrea De Lucia,Gruia-Catalin Roman,N
Jenö Lehel,Grzegorz Kubicki,P
Changjun Li,Grzegorz Kubicki,N
Paolo Bottoni,Grzegorz Rozenberg,P
Satoshi Kobayashi,Grzegorz Rozenberg,P
Takashi Yokomori,Grzegorz Rozenberg,P
Klaus Ritter 0001,Grzegorz W. Wasilkowski,P
Leszek Plaskota,Grzegorz W. Wasilkowski,P
Youming Li,Grzegorz W. Wasilkowski,P
Gabriel Montenegro,Grzegorz W. Wasilkowski,N
Christos Koukouvinos,Grzegorz W. Wasilkowski,N
Gianluca Reali,Grzegorz W. Wasilkowski,N
Alberto Sanfeliu,Grzegorz W. Wasilkowski,N
Thomas W. Cusick,Guang Gong,P
Shih-Chieh Chang,Guang Gong,N
Ashfaq A. Khokhar,Guang R. Gao,P
José Nelson Amaral,Guang R. Gao,P
Sándor Rácz,Guang R. Gao,N
Tong Heng Lee,Guang R. Gao,N
Li Qiu,Guang-Hong Yang,P
Yan Li,Guang-Hong Yang,P
Fuchun Sun,Guang-Hong Yang,N
Jonathan H. Owen,Guang-Ren Duan,N
Thomas A. Funkhouser,Guang-Zhong Yang,N
Sergio Flesca,Guang-Zhong Yang,N
Daniele Riccio,Guanghan Xu,N
Alberto Riva,Guangyou Xu,N
Didier Henrion,Guangyou Xu,N
Herbert R. Treutlein,Guangyou Xu,N
Arthur G. Werschulz,Guangyou Xu,N
Daizhan Cheng,Guanrong Chen,P
Edgar N. Sánchez,Guanrong Chen,P
Guo-Qun Zhong,Guanrong Chen,P
Han-Xiong Li,Guanrong Chen,P
Huashu Qin,Guanrong Chen,P
Jian-Xin Xu 0001,Guanrong Chen,P
Jin Bae Park,Guanrong Chen,P
Juebang Yu,Guanrong Chen,P
Sergej Celikovský,Guanrong Chen,P
Xiao Fan Wang,Guanrong Chen,P
Xiaofeng Liao,Guanrong Chen,P
Xinghuo Yu,Guanrong Chen,P
Yiguang Hong,Guanrong Chen,P
Young Hoon Joo,Guanrong Chen,P
Yu-Ping Tian,Guanrong Chen,P
D. Cheng,Guanrong Chen,N
David P. Helmbold,Guanrong Chen,N
Yannis Siskos,Guanrong Chen,N
Walter Didimo,Guanrong Chen,N
Bing Wei 0001,Guantao Chen,P
Hao Li,Guantao Chen,P
Hikoe Enomoto,Guantao Chen,P
Joan P. Hutchinson,Guantao Chen,P
Katsuhiro Ota,Guantao Chen,P
Ken-ichi Kawarabayashi,Guantao Chen,P
Xingxing Yu,Guantao Chen,P
Nigel Ford,Guantao Chen,N
Ruth Haas,Guantao Chen,N
Andreas D. Baxevanis,Guantao Chen,N
Baozong Yuan,Guantao Chen,N
S. N. Maheshwari,Guantao Chen,N
L. Ridgway Scott,Gue Myung Lee,N
Richard W. Prager,Gue Myung Lee,N
Dylan F. Jones,Guentcho Skordev,N
Evelyn Camon,Guenter Stoesser,P
Nicole Redaschi,Guenter Stoesser,P
Filippo Menczer,Guenter Stoesser,N
Aldo Laurentini,Guenter Stoesser,N
Abdul-Majid Wazwaz,Guenter Stoesser,N
Xiaoming Liu 0005,Guido Bugmann,N
Jean Pierre Delmas,Guido Bugmann,N
Jan Vanthienen,Guido Dedene,P
Stijn Viaene,Guido Dedene,P
Igor V. Konnov 0002,Guido Dedene,N
Olivier Finkel,Guido Dedene,N
Duan Li 0002,Guido Governatori,N
Takashi Yokomori,Guido Governatori,N
Walt Scacchi,Guido Governatori,N
Kris Croes,Guido Groeseneken,P
Ning Xi,Guido Groeseneken,N
Lluís Padró,Guido Groeseneken,N
Ram D. Sriram,Guido Groeseneken,N
Xiaoyang Sean Wang,Guido Groeseneken,N
Robin Thomas 0001,Guido Groeseneken,N
Dominik Schötzau,Guido Kanschat,P
Ilaria Perugia,Guido Kanschat,P
Steven M. Bellovin,Guido Kanschat,N
Sanjay Mehrotra,Guido Kanschat,N
Steven C. Horii,Guido Kanschat,N
Ye-In Chang,Guido Moerkotte,N
Yuriko Takeshima,Guido Moerkotte,N
Marcello Pelillo,Guido Montorsi,N
Klaus R. Dittrich,Guido Proietti,N
Jerzy Stefanowski,Guido Proietti,N
Rolf Haenni,Guido Tartara,N
Mathias Weske,Guido Wirtz,P
Suresh M. Joshi,Guido Wirtz,N
Luca Maria Gambardella,Guido Wirtz,N
Robin Thomas 0001,Guido Wirtz,N
Mohamed Najim,Guilherme De A. Barreto,N
K. K. Ramakrishnan,Guilherme De A. Barreto,N
Dag I. K. Sjøberg,Guilherme De A. Barreto,N
Dmitry Krass,Guilin Yang,N
Denis Trystram,Guilin Yang,N
Wei-Ying Ma,Guillaume Fertin,N
Boris Pittel,Guillaume Fertin,N
Karl Branting,Guillaume Fertin,N
Wan Quan Liu,Guillaume Fertin,N
D. T. Lee,Guillermo Ayala,N
Joachim M. Buhmann,Guillermo Ayala,N
Xueying Qin,Guillermo Ayala,N
Kristin P. Bennett,Guillermo Ayala,N
Denis Thérien,Guillermo Gallego 0001,N
Rafael M. Gasca,Guillermo Matera,N
Günther Palm,Guillermo Matera,N
Carl-Fredrik Westin,Guillermo Matera,N
Nicolino J. Pizzi,Guillermo Matera,N
Haruhide Matsuda,Guillermo Matera,N
Dmitry Fon-Der-Flaass,Guillermo Matera,N
Antonio M. López,Guillermo Sapiro,P
Erhard Rahm,Guillermo Sapiro,N
Jian-Xin Xu 0001,Guillermo Sapiro,N
Yoram Cohen,Guiqing Li,N
Ibrahim Cingil,Guiqing Li,N
Jatinder N. D. Gupta,Guisseppi A. Forgionne,P
Fairouz Kamareddine,Guisseppi A. Forgionne,N
Fernando J. Corbacho,Guisseppi A. Forgionne,N
Andrzej M. Goscinski,Guisseppi A. Forgionne,N
Wonyong Sung,Guisseppi A. Forgionne,N
Carlos E. de Souza,Guizhen Liu,N
Nicola Olivetti,Gul Agha,N
Khaled Ben Letaief,Gul Agha,N
Bhavani M. Thuraisingham,Gul Agha,N
Pei-Zhuang Wang,Gulzar A. Khuwaja,N
Joachim von zur Gathen,Gulzar A. Khuwaja,N
Joachim Schöberl,Gundolf Haase,P
Dorothea Wagner,Gundolf Haase,N
Atsuyuki Okabe,Gunilla Borgefors,N
Sven Hartmann,Gunilla Borgefors,N
Rainer Tichatschke,Gunilla Borgefors,N
Fadi J. Kurdahi,Gunnar Brinkmann,N
Robert E. Melchers,Gunnar Brinkmann,N
PooGyeon Park,Gunnar Brinkmann,N
Asim Smailagic,Gunnar Fock,N
Cecilio Pimentel,Gunnar Fock,N
Kristin P. Bennett,Gunnar Rätsch,P
Ahmad B. Rad,Gunnar Rätsch,N
Wolfgang Faber 0001,Gunnar Rätsch,N
Rémy Malgouyres,Gunnar Rätsch,N
Kamil Sh. Zigangirov,Gunter Dueck,N
Gloria Faye Boudreaux-Bartels,Gunter Dueck,N
P. C. Ching,Gunter Dueck,N
Alberto H. F. Laender,Gunter Dueck,N
Kai-Uwe Sattler,Gunter Saake,P
Pierre-Yves Schobbens,Gunter Saake,P
Eugene Santos Jr.,Gunter Saake,N
Ramón Alvarez-Valdés,Gunter Saake,N
Marialuisa J. de Resmini,Gunter Saake,N
H. Joseph Wen,Gunter Saake,N
Saïd Salhi,Guntram Scheithauer,N
Jianmin Jiang,Guo-Can Feng,P
Joonwon Lee,Guo-Can Feng,N
Gábor E. Tusnády,Guo-Can Feng,N
Vera Sacristán,Guo-Hui Lin,N
Henry Markram,Guo-Hui Lin,N
Gregory Levitin,Guo-Hui Lin,N
Guang-Ren Duan,Guo-Ping Liu 0003,P
Shugen Ma,Guo-Ping Liu 0003,N
Umberto Spagnolini,Guo-Qun Zhong,N
Frank Pfenning,Guo-Qun Zhong,N
Yonghong Zeng,Guoan Bi,P
Richard Cooper,Guoan Bi,N
José Manuel Tamarit,Guoan Bi,N
András Frank,Guohong Cao,N
Z. Wang,Guohong Cao,N
Hussein M. Abdel-Wahab,Guohong Cao,N
Ralph R. Martin,Guojin Wang,P
Monica Bianchini,Guojin Wang,N
Attahiru Sule Alfa,Guojin Wang,N
Alexander Vardy,Guojin Wang,N
Gang Yu,Guojun Li,P
Özgür Ulusoy,Guojun Li,N
Harry L. Van Trees,Guojun Lu,N
Michael J. Harrison,Guojun Lu,N
Terry Elliott,Guojun Lu,N
Sven de Vries,Guojun Wang,N
Gongyun Zhao,Guojun Wang,N
Hilbert J. Kappen,Guojun Wang,N
Yinlong Xu,Guoliang Chen 0001,P
Jens Gregor,Guoliang Chen 0001,N
S. S. Ravi,Guoliang Chen 0001,N
Alan F. Murray,Guoliang Chen 0001,N
Nicolas Vieille,Guoliang Fan,N
Xiaofeng Meng,Guoliang Fan,N
Klaus von Heusinger,Guoliang Fan,N
Michal Krízek,Guoliang Fan,N
D. Robert Iskander,Guoliang Fan,N
Angelo Montanari,Guoliang Fan,N
Klaus H. Hinrichs,Guoliang Fan,N
Christos Kaklamanis,Guoliang Fan,N
Ann Miller,Guoliang Fan,N
Bruno Riccò,Guoliang Fan,N
Shahram Ghandeharizadeh,Guoliang Fan,N
Joe D. Warren,Guoliang Xu,P
Douglas Edward Turner,Guoliang Xu,N
Juriaan Simonis,Guoliang Xu,N
A. C. Cem Say,Guoliang Xue,N
Morgan M. Shepherd,Guoliang Zheng,N
Jing M. Chen,Guoliang Zheng,N
Julie Moreton,Guoliang Zheng,N
Sandip Sarkar,Guoliang Zheng,N
Rainer Martin,Guoliang Zheng,N
Luc Jaulin,Guoqing Liu,N
Filippo Focacci,Guoqing Liu,N
Mike A. Steel,Guoqing Liu,N
Thomas A. Funkhouser,Guoxiang Gu,N
James V. Hansen,Guoxiang Gu,N
András Pataricza,Guoxiang Gu,N
Santosh Devasia,Guoxiang Gu,N
Thomas Röfer,Guozhao Wang,N
Fang-Wei Fu,Guozhao Wang,N
Claude Tardif,Gur Mosheiov,N
Jinho Choi 0001,Gur Mosheiov,N
B. H. Rudall,Gur Mosheiov,N
Ian D. Reid 0001,Gur Mosheiov,N
Hsiao-Hwa Chen,Gurami Tsitsiashvili,N
Karl Crary,Gurdeep S. Hura,N
Clifford A. Shaffer,Gurindar S. Sohi,N
Noam Nisan,Gurindar S. Sohi,N
Bo Yang,Gurindar S. Sohi,N
Gholamreza Torkzadeh,Gurpreet Dhillon,P
Hee Sik Kim,Gurpreet Dhillon,N
Salvatore J. Stolfo,Gurpreet Dhillon,N
Vincent Villain,Guruduth Banavar,N
Rainer E. Burkard,Guruduth Banavar,N
Alberto Caprara,Gurusamy Mohan,P
Alessandro Panconesi,Gurusamy Mohan,P
Aravind Srinivasan,Gurusamy Mohan,P
Arun K. Somani,Gurusamy Mohan,P
Giuseppe F. Italiano,Gurusamy Mohan,P
N. Sreenath,Gurusamy Mohan,P
Andrei Voronkov,Gurusamy Mohan,N
Ian T. Foster,Gustav Feichtinger,N
Neri Merhav,Gustav Feichtinger,N
Yannis Manoussakis,Gustavo Alonso,N
Antoine Joux,Gustavo Alonso,N
Eljas Soisalon-Soininen,Gustavo Alonso,N
Robert H. Baud,Gustavo Alonso,N
Estela Sánchez,Gustavo Bergantiños,P
Ching-Yung Lin,Gustavo Bergantiños,N
Thomas R. Cundari,Gustavo Bergantiños,N
Xiaotie Deng,Gustavo Bergantiños,N
Xinyuan Wu,Gustavo Bergantiños,N
Laurence H. Berman,Gustavo Bergantiños,N
Joseph Gil,Gustavo Bergantiños,N
Ludger Humbert,Gustavo Bergantiños,N
Reginald L. Lagendijk,Gustavo Bergantiños,N
Vasiliki Demesticha,Gustavo Deco,N
Frank Harary,Gustavo Deco,N
Igor V. Pottosin,Gustavo Rossi,N
Jordi Vitrià,Gustavo Rossi,N
Xuandong Li,Gustavo Rossi,N
Carl van Vreeswijk,Gustavo de Veciana,N
Philip Powell,Guy Fitzgerald,P
Martin Erwig,Guy Fitzgerald,N
J. Manuel Cano Izquierdo,Guy G. Gable,N
Ewan Birney,Guy G. Gable,N
Er-Wei Bai,Guy G. Gable,N
Rainer Martin,Guy G. Gable,N
Mubarak Shah,Guy Kortsarz,N
Jörg Liebeherr,Guy Kortsarz,N
James C. Lin,Guy Kortsarz,N
Hasan Ural,Guy Kortsarz,N
Herbert R. Treutlein,Guy Kortsarz,N
Günther Gediga,Guy Lapalme,N
Marcus Kracht,Guy Lapalme,N
Pawel Hitczenko,Guy Louchard,P
Philippe Flajolet,Guy Louchard,P
Hélène Kirchner,Guy Louchard,N
Elizabeth M. Rudnick,Guy Louchard,N
Claude Guéguen,Guy Pujolle,P
Jin Akiyama,Guy Pujolle,N
Der-Lin Pean,Guy Pujolle,N
Vladimir Vapnik,Guy Pujolle,N
Alexander Knapp,Guy Pujolle,N
Ruey-Shun Chen,Gwo-Hshiung Tzeng,P
Ting-Yu Chen,Gwo-Hshiung Tzeng,P
Yen-Tseng Hsu,Gwo-Hshiung Tzeng,P
Arthur T. White,Gwo-Hshiung Tzeng,N
József Solymosi,Gyula Károlyi,P
László A. Székely,Gyula Károlyi,P
Reinaldo A. Bergamaschi,Gyula O. H. Katona,N
Marc J. van Kreveld,Gyula O. H. Katona,N
Christopher D. Wickens,Gyula O. H. Katona,N
Soung Hie Kim,Gyula Y. Katona,N
Carlo Blundo,Gyula Y. Katona,N
Yves Pochet,György M. Keserü,N
David Raffo,György M. Keserü,N
Suresh Chand,György M. Keserü,N
Strata Rose Chalup,György M. Keserü,N
Vithal M. Kulkarni,György Vaszil,N
Odile Favaron,Gábor Bacsó,P
Malcolm Munro,Gábor Bacsó,N
Béla Bollobás,Gábor E. Tusnády,P
Joel Spencer,Gábor E. Tusnády,P
Oliver Riordan,Gábor E. Tusnády,P
Ye-In Chang,Gábor E. Tusnády,N
Ho-Won Jung,Gábor E. Tusnády,N
Antonio Brogi,Gábor E. Tusnády,N
Sándor Rácz,Gábor Fodor,P
Alfio Quarteroni,Gábor Hetyei,N
Nicolò Cesa-Bianchi,Gábor Lugosi,P
Frank Neven,Gábor Lugosi,N
Adnan Aziz,Gábor Lugosi,N
Francis K. H. Quek,Gábor Lugosi,N
Erik M. Altmann,Gábor Székely,N
Chua-Chin Wang,Gábor Székely,N
Csaba D. Tóth,Gábor Tardos,P
Imre Bárány,Gábor Tardos,P
József Solymosi,Gábor Tardos,P
Bruce W. Watson,Gábor Tardos,N
Peter M. Kort,Gábor Tardos,N
Rob F. Van der Wijngaart,Gábor Tardos,N
Joe D. Warren,Géraldine Morin,P
