source,target,prediction
Adam Finkelstein,Dietmar Seipel,N
Shangkai Gao,Dietmar Wätjen,N
Trevor J. M. Bench-Capon,Dietmar Wätjen,N
David Hales,Dietmar Wätjen,N
Jinhong Yuan,Dietrich Albert,N
Maria Isabel Gonzalez Vasco,Dietrich Kuske,N
Won-Gi Jeon,Dietrich Kuske,N
Roman Slowinski,Dietrich Kuske,N
Bo-Christer Björk,Dietrich Stauffer,N
Ron Oliver,Dietrich Stauffer,N
Jianliang Xu,Dik Lun Lee,P
Petros Maragos,Dik Lun Lee,N
Peter Brucker,Dik Lun Lee,N
Menahem Friedman,Dilip Kumar Pratihar,N
Dipak Ghosal,Dilip Sarkar,P
Sudebkumar Prasant Pal,Dilip Sarkar,N
Georgios Paliouras,Dilip Sarkar,N
Martin J. Shepperd,Dima Grigoriev,N
Congxin Wu,Dima Grigoriev,N
Hal A. Kierstead,Dimitar P. Guelev,N
Gilles Dowek,Dimitar P. Guelev,N
Heikki Kälviäinen,Dimitar P. Guelev,N
Alexis Tsoukiàs,Dimitri Kagaris,N
Michal Malafiejski,Dimitri Kagaris,N
Luís Ducla Soares,Dimitri Kagaris,N
Benjamin C. Pierce,Dimitri Leemans,N
José M. Molina,Dimitri Leemans,N
Hoang Duong Tuan,Dimitri P. Bertsekas,N
Ignace Lemahieu,Dimitri Van De Ville,P
Michael Unser,Dimitri Van De Ville,N
Rik Van de Walle,Dimitri Van De Ville,P
Thierry Blu,Dimitri Van De Ville,N
Wilfried Philips,Dimitri Van De Ville,P
Fuad Aleskerov,Dimitri Van De Ville,N
Ion Androutsopoulos,Dimitri Van De Ville,N
Man Leung Wong,Dimitrios A. Pados,N
Nicholas C. Wormald,Dimitrios A. Pados,N
Daniela Gerd tom Markotten,Dimitrios A. Pados,N
Thomas Vetter,Dimitrios A. Pados,N
Marian Petre,Dimitrios Buhalis,N
Akihiro Kanamori,Dimitrios Georgakopoulos,N
Mary Beth Rosson,Dimitrios Georgakopoulos,N
Heikki Mannila,Dimitrios Gunopulos,P
Nick Koudas,Dimitrios Gunopulos,P
Anne Condon,Dimitrios Gunopulos,P
Frédéric Havet,Dimitrios Gunopulos,N
Claudia Roncancio,Dimitrios Gunopulos,P
Aristidis Likas,Dimitrios I. Fotiadis,N
Byung Soo Moon,Dimitrios I. Fotiadis,N
Klaus Schmid,Dimitrios I. Fotiadis,N
Jaroslaw Stepaniuk,Dimitrios I. Fotiadis,N
Alessandra Palmigiano,Dimitrios I. Fotiadis,N
Jonathan M. Smith,Dimitrios I. Fotiadis,N
Moni Naor,Dimitrios I. Fotiadis,N
Graham A. Jullien,Dimitrios I. Fotiadis,N
Herman Lam,Dimitrios I. Fotiadis,N
Axel Thümmler,Dimitrios M. Thilikos,N
Craig W. Kirkwood,Dimitrios M. Thilikos,N
Nigel Ford,Dimitrios M. Thilikos,N
Haris Lekatsas,Dimitrios N. Serpanos,N
Chiang Kao,Dimitrios N. Serpanos,N
Young-Bae Ko,Dimitrios N. Serpanos,N
Insup Lee,Dimitrios N. Serpanos,N
Yeh Lam,Dimitrios N. Serpanos,N
Barbara M. Chapman,Dimitrios N. Serpanos,N
Gary B. Lamont,Dimitrios N. Serpanos,N
Garth Isaak,Dimitrios N. Serpanos,N
Demetrios G. Sampson,Dimitrios Tzovaras,N
Jyhjong Lin,Dimitrios Tzovaras,N
M. Narasimha Murty,Dimitris A. Karras,N
Amir Shpilka,Dimitris A. Karras,N
Ren Ding,Dimitris A. Karras,N
Yi-Min Wang,Dimitris Achlioptas,N
Ella M. Atkins,Dimitris Achlioptas,N
Thomas Bauer,Dimitris Achlioptas,N
Shiu Kit Tso,Dimitris Apostolou,N
Predrag B. Rapajic,Dimitris Apostolou,N
Constantine Kotropoulos,Dimitris Apostolou,N
Neil T. Spring,Dimitris Apostolou,N
Nikos Paragios,Dimitris Apostolou,N
Jay Sethuraman,Dimitris Bertsimas,P
Bruce W. Watson,Dimitris Bertsimas,N
Hadas Shachnai,Dimitris Bertsimas,N
Hendrik Jan Hoogeboom,Dimitris Bertsimas,N
Evangelos Kranakis,Dimitris Bertsimas,N
Masahiko Yachida,Dimitris Bertsimas,N
Robert C. Aitken,Dimitris Gizopoulos,P
Hans-Peter Kriegel,Dimitris Gizopoulos,N
Costas Lambrinoudakis,Dimitris Gritzalis,N
Francesco Pinciroli,Dimitris Gritzalis,N
Qian Du,Dimitris Gritzalis,N
Sonia Bergamaschi,Dimitris Gritzalis,N
Carol Friedman,Dimitris Gritzalis,N
Roberto D. Galvão,Dimitris Gritzalis,N
Hisao Ishibuchi,Dimitris K. Agrafiotis,N
Ross D. Murch,Dimitris K. Agrafiotis,N
Kien A. Hua,Dimitris K. Agrafiotis,N
Shirley Ann Becker,Dimitris K. Agrafiotis,N
Max J. Egenhofer,Dimitris N. Metaxas,P
Rina Panigrahy,Dimitris N. Metaxas,N
Enrico Scarso,Dimitris N. Metaxas,N
Mark Crovella,Dimitris N. Metaxas,N
Costas Efstathiou,Dimitris Nikolos,P
Kenta Nakai,Dimitris Nikolos,N
Simone Diniz Junqueira Barbosa,Dimitris Papadias,N
Michel Scholl,Dimitris Plexousakis,P
Steve Whittaker,Dimitris Plexousakis,N
Walid Ben-Ameur,Dimitris Plexousakis,N
François Fages,Dimitris Plexousakis,N
Frederic Cordier,Dimitris Plexousakis,N
Fu-Shiung Hsieh,Dimitris Plexousakis,N
Bengt Jonsson,Dimitris Plexousakis,N
Rainer Koschke,Dimitris Plexousakis,P
Guy Albert Dumont,Dimitry M. Gorinevsky,N
Tom Ziemke,Dimitry M. Gorinevsky,N
Lalu Mansinha,Din-Chang Tseng,N
Hugo De Man,Din-Chang Tseng,N
Boris Lohmann,Din-Yuen Chan,N
Agnès Voisard,Dina Q. Goldin,N
Michael F. Worboys,Dina Q. Goldin,N
Peter Wegner,Dina Q. Goldin,P
Chungnan Lee,Dina Q. Goldin,N
Vania Dimitrova,Dina Q. Goldin,N
X. M. Zhang,Dina Q. Goldin,N
Koeng-Mo Sung,Dinesh G. Sarvate,N
Jianhua Lu,Dinesh G. Sarvate,N
Madasu Hanmandlu,Dinesh G. Sarvate,N
Jochen Lang,Dinesh K. Pai,P
Xindong Wu 0001,Dinesh K. Pai,N
Tim Culver,Dinesh Manocha,P
Hasan Ural,Dinesh Manocha,P
Chenzhong Cao,Dinesh Manocha,N
Dimitrios A. Pados,Dinesh Manocha,N
Joe D. Warren,Dinesh Manocha,P
Tracy Camp,Dinesh P. Mehta,N
Chein-I Chang,Dinesh P. Mehta,N
Golan Yona,Dinesh P. Mehta,N
Adrian David Cheok,Ding-An Chiang,N
Hamid R. Arabnia,Ding-An Chiang,N
Rocky Ross,Ding-Chau Wang,N
Chanathip Namprempre,Ding-Chau Wang,N
Barry Wellman,Ding-Chau Wang,N
Giuseppe Bianchi 0001,Ding-Li Yu,N
George E. Antoniou,Ding-Li Yu,N
Michael Mealling,Ding-Li Yu,N
Mohsen A. Jafari,Ding-Li Yu,N
Alexandros V. Gerbessiotis,Ding-Li Yu,N
Trevor T. Moores,Ding-Li Yu,N
Jun Xiao,Ding-Li Yu,N
Jesús Ibáñez 0002,Ding-Li Yu,N
Donald E. Brown,Ding-Li Yu,N
Pavol Návrat,Ding-Li Yu,N
Mario A. Nascimento,Ding-Ming Kwai,N
Edlyn Teske,Ding-Ming Kwai,N
Waiman Cheung,Ding-Ming Kwai,N
Chen-Yi Lee,Ding-Ming Kwai,N
Felipe Cucker,Ding-Xuan Zhou,N
Terry Windeatt,Ding-Xuan Zhou,N
Jovan Dj. Golic,Ding-Xuan Zhou,N
Guo-Can Feng,Ding-Xuan Zhou,N
Bing Lu,Ding-Zhu Du,N
Binhai Zhu,Ding-Zhu Du,P
Deying Li,Ding-Zhu Du,P
Erfang Shan,Ding-Zhu Du,N
Hong Qiao,Ding-Zhu Du,N
Jianhua Sun,Ding-Zhu Du,P
Liying Kang,Ding-Zhu Du,N
Nigel Collier,Ding-Zhu Du,N
Jeng-Shyang Pan,Dinggang Shen,N
Yi Deng,Dinggang Shen,N
Shengming Jiang,Dinggang Shen,N
Guantao Chen,Dingjun Lou,P
Hikoe Enomoto,Dingjun Lou,P
Katsuhiro Ota,Dingjun Lou,P
Ken-ichi Kawarabayashi,Dingjun Lou,N
Nancy R. Mead,Dingjun Lou,N
Weihua Zhuang,Dingjun Lou,N
Kai-Leung Yung,Dingwei Wang,N
Ravi S. Sandhu,Dingwei Wang,N
Mukesh Singhal,Dingwei Wang,N
Qing Huo Liu,Dingwei Wang,N
Shigeyoshi Ogawa,Dingwei Wang,N
Ming Liang,Dingwei Wang,N
Peter Stone,Dingyi Pei,N
Anne Penfold Street,Dingyi Pei,N
David Hutchison,Dingyi Pei,N
Vikram Krishnamurthy,Dingyi Pei,N
Jian J. Zhang 0001,Dingyi Pei,N
Stefano Bistarelli,Dingyi Pei,N
Robert J. Renka,Dinh-Tuan Pham,N
Wakaha Ogata,Dinh-Tuan Pham,N
Cynthia Barnhart,Dino Bouchlaghem,N
Fernando Berzal Galiano,Diomidis Spinellis,N
Frank Vahid,Diomidis Spinellis,N
Gábor Korchmáros,Diomidis Spinellis,N
Ali F. Farhoomand,Diomidis Spinellis,N
Ramachandran Vaidyanathan,Dipak Ghosal,N
Mitchell A. Thornton,Dipak Ghosal,N
Karen A. Moxon,Dipak Ghosal,N
Boris Goldengorin,Diptesh Ghosh,N
Petra Berenbrink,Diptesh Ghosh,N
Hyeran Byun,Diptesh Ghosh,N
Mohand Boughanem,Diptesh Ghosh,N
Abdol-Reza Mansouri,Dipti Prasad Mukherjee,N
Rosa Rodriguez-Sánchez,Dipti Prasad Mukherjee,N
German Rigau,Dipti Prasad Mukherjee,N
J. MacGregor Smith,Dipti Prasad Mukherjee,N
Kar-Ann Toh,Dipti Srinivasan,N
Sheau-Ru Tong,Dipti Srinivasan,N
Steve Whittaker,Dipti Srinivasan,N
Terry S. Griggs,Dipti Srinivasan,N
Hee Beng Kuan Tan,Dirceu Cavendish,N
Da Ruan 0001,Dirceu Cavendish,N
Gregory Z. Gutin,Dirceu Cavendish,N
Robert D. Galliers,Dirceu Cavendish,N
Xue-Cheng Tai,Dirk Aeyels,N
Ming-Chien Shan,Dirk Aeyels,N
Theodora A. Varvarigou,Dirk Aeyels,N
Zongben Xu,Dirk Aeyels,N
Martin R. Woodward,Dirk Aeyels,N
Maurizio Vincini,Dirk C. Mattfeld,N
Martin Haardt,Dirk C. Mattfeld,N
Toru Ishida 0001,Dirk C. Mattfeld,N
Ronald L. Arenson,Dirk C. Mattfeld,N
Luc Vandendorpe,Dirk C. Mattfeld,N
Ye (Geoffrey) Li,Dirk Dahlhaus,N
Raffaello D'Andrea,Dirk Dahlhaus,N
Martín Hötzel Escardó,Dirk Dahlhaus,N
Letizia Leonardi,Dirk Dahlhaus,N
Paulo S. C. Alencar,Dirk Fox,N
Tal Malkin,Dirk Fox,N
Takayoshi Muto,Dirk Fox,N
Fabio Del Frate,Dirk H. Hoekman,N
Maurice Borgeaud,Dirk H. Hoekman,N
Chung-Kuan Cheng,Dirk H. Hoekman,N
Jie Zhou,Dirk H. Hoekman,N
Lucas C. Parra,Dirk H. Hoekman,N
Christoph Lüth,Dirk H. Hoekman,N
Maria Grazia Speranza,Dirk H. Hoekman,N
Antonis A. Argyros,Dirk Hähnel,N
Haris Baltzakis,Dirk Hähnel,N
Panos E. Trahanias,Dirk Hähnel,N
Yann-Hang Lee,Dirk Hähnel,N
Petter Gottschalk,Dirk Hähnel,N
A. M. H. Gerards,Dirk Janssens,N
Harry Leib,Dirk Janssens,N
Charles H. Anderson,Dirk Janssens,N
Sergio Greco,Dirk Janssens,N
David D. Yao,Dirk Janssens,N
Roberto Roncella,Dirk Pattinson,N
Stephen D. Patek,Dirk Pattinson,N
Li-Chun Wang,Dirk Pattinson,N
Wai Ho Mow,Dirk Reiners,N
Mohamed Mosbah,Dirk Reiners,N
Dieter Fox,Dirk Reiners,N
András Perczel,Dirk Schlingemann,N
Antonis A. Argyros,Dirk Schulz 0001,N
Gaetano Borriello,Dirk Schulz 0001,N
Haris Baltzakis,Dirk Schulz 0001,N
Panos E. Trahanias,Dirk Schulz 0001,N
Lisa Zhang,Dirk Schulz 0001,N
Stefan Felsner,Dirk Schulz 0001,N
Ophir Frieder,Dirk Schulz 0001,N
Hamid R. Arabnia,Dirk Schulz 0001,N
Daniel Simon,Dirk Stroobandt,N
Trevor W. Dawson,Dirk Stroobandt,N
Ranulph Glanville,Dirk Stroobandt,N
Mauro Ursino,Dirk Stroobandt,N
Hans-Georg Beyer,Dirk V. Arnold,P
Florence Servant,Dirk V. Arnold,N
Pabitra Mitra,Dirk V. Arnold,N
Kazunori Mano,Dirk Van Gucht,N
Costas N. Georghiades,Dirk Van Gucht,N
Christian Bey,Dirk Van Gucht,N
Guizhong Liu,Dirk Van Gucht,N
A. Roger Hammons Jr.,Dirk Van Gucht,N
Lennart Ljung,Dirk Van Gucht,N
Iris Vessey,Dirk Van Gucht,N
Qing Li,Dirk Vandermeulen,N
John S. Baras,Dirk Vandermeulen,N
Mohamed Ould-Khaoua,Dirk Vertigan,N
Eva Hajicová,Dirk Vertigan,N
Günter M. Ziegler,Dirk Vertigan,P
Ting Yu,Divesh Srivastava,P
Gordon Smith,Divesh Srivastava,N
Ning Cai,Divesh Srivastava,N
Herbert G. Tanner,Divesh Srivastava,N
Dave A. Thomas,Divyakant Agrawal,N
Young Bae Jun,Divyakant Agrawal,N
Stefania Gnesi,Divyakant Agrawal,N
Mathew J. Palakal,Divyakant Agrawal,N
Derick Wood,Djelloul Ziadi,P
Éric Laugerotte,Djelloul Ziadi,P
Fuji Zhang,Djelloul Ziadi,N
Wolfgang Nejdl,Djemel Ziou,N
Amit Singhal,Djoerd Hiemstra,N
Arjen P. de Vries,Djoerd Hiemstra,P
Philip Resnik,Djoerd Hiemstra,N
Ralph M. Weischedel,Djoerd Hiemstra,N
Wessel Kraaij,Djoerd Hiemstra,P
Vladimir Brusic,Dmitri B. Chklovskii,N
Geert Wets,Dmitri B. Chklovskii,N
Ralf Steinmetz,Dmitri B. Chklovskii,N
Rajesh K. Gupta 0001,Dmitri B. Chklovskii,N
Slawomir Koziel,Dmitri B. Chklovskii,N
Leo Liberti,Dmitri B. Chklovskii,N
Marc C. Nicklaus,Dmitrii Filimonov,N
Yulia V. Borodina,Dmitrii Filimonov,N
Julian Satran,Dmitrii Filimonov,N
David W. Griffith,Dmitrii Lozovanu,N
Yu-Chee Tseng,Dmitrii Lozovanu,N
Dima Grigoriev,Dmitrii V. Pasechnik,N
Etienne de Klerk,Dmitrii V. Pasechnik,P
Wu Jigang,Dmitrii V. Pasechnik,N
Victor A. Zinoviev,Dmitrii V. Zinoviev,N
Mark A. Musen,Dmitrii V. Zinoviev,N
Thomas Bittner,Dmitrii V. Zinoviev,N
David Page,Dmitrii V. Zinoviev,N
Mikhail S. Gelfand,Dmitrij Frishman,P
Bin Ma,Dmitrij Frishman,N
Sachin B. Patkar,Dmitrij Frishman,N
Ilias Iliadis,Dmitrij Frishman,N
Judith Bayard Cushing,Dmitrij Frishman,N
Chin-Tzong Pang,Dmitry A. Grigorovich,N
James A. Sellers,Dmitry A. Grigorovich,N
Mark D. Wiederhold,Dmitry A. Grigorovich,N
Afzel Noore,Dmitry A. Grigorovich,N
Sangjin Hong,Dmitry A. Grigorovich,N
Eugene Fink,Dmitry B. Goldgof,N
Jian Lu 0001,Dmitry B. Goldgof,N
Koichi Yamazaki,Dmitry B. Goldgof,N
Jean-Philippe Thiran,Dmitry B. Goldgof,N
Constantinos B. Papadias,Dmitry Chizhik,N
Jonathan Ling,Dmitry Chizhik,N
Peter W. Wolniansky,Dmitry Chizhik,N
Reinaldo A. Valenzuela,Dmitry Chizhik,N
Abdel Elah Al-Ayyoub,Dmitry Chizhik,N
Sven Oliver Krumke,Dmitry Chizhik,N
Heejin Lee,Dmitry Fon-Der-Flaass,N
Robert Cooley,Dmitry Fon-Der-Flaass,N
Philip J. Nesser II,Dmitry Fon-Der-Flaass,N
Eisa A. Al-Said,Dogan Kaya,N
Salah M. El-Sayed,Dogan Kaya,N
James A. Whittaker,Dogan Kaya,N
André Elisseeff,Dogan Kaya,N
Dae-Won Kim,Doheon Lee,N
Samuel Madden,Doheon Lee,N
Stefan Felsner,Domenico Beneventano,N
Ismael R. de Farias Jr.,Domenico Beneventano,N
Laurent El Ghaoui,Domenico Beneventano,N
François Michaud,Domenico Beneventano,N
Bruno D. Welfert,Domenico Beneventano,N
Gabriel Wittum,Domenico Cantone,N
Rita Almeida Ribeiro,Domenico Cantone,N
Eric S. Strother,Domenico D'Alessandro,N
Nikita Barabanov,Domenico D'Alessandro,N
Bill Jackson,Domenico Labbate,N
John Sheehan,Domenico Labbate,N
Martin Funk,Domenico Labbate,N
Robert E. L. Aldred,Domenico Labbate,N
Yasuo Narukawa,Domenico Labbate,N
Igor Jurisica,Domenico Labbate,N
Pierfrancesco Lombardo,Domenico Mirri,N
Ye Zhang,Domenico Mirri,N
Zhigeng Pan,Domenico Mirri,N
Geoffrey P. Whittle,Domenico Parisi,N
Sujit Dey,Domenico Parisi,N
Mark-Jan Nederhof,Domenico Parisi,N
Mauro Di Marco,Domenico Prattichizzo,N
Matti Rossi,Domenico Prattichizzo,N
Domenico Ursino,Domenico Rosaci,P
Giorgio Terracina,Domenico Rosaci,P
Zeger Degraeve,Domenico Rosaci,N
Bernhard Schölkopf,Domenico Rosaci,N
Dirk Hähnel,Domenico Rosaci,N
Clara Pizzuti,Domenico Talia,P
Pablo Tamayo,Domenico Talia,N
Shotaro Akaho,Domenico Talia,N
Andy Crabtree,Domenico Talia,N
Andrew P. Black,Domenico Ursino,N
Håkan Hjalmarsson,Domenico Ursino,N
Jean-Yves Le Boudec,Domingo Morales,N
Madhumangal Pal,Domingo Morales,N
Jonathan Freeman,Domingo Morales,N
Philip H. S. Torr,Domingo Morales,N
Lucy Y. Pao,Domingo Morales,N
Martin Holena,Dominic K. C. Ho,N
Jun Chen,Dominic K. C. Ho,N
Hideaki Sakai,Dominik Schötzau,N
Giorgio Ventre,Dominik Schötzau,N
Zhi-Hao Cao,Dominik Schötzau,N
Alcherio Martinoli,Dominik Schötzau,N
Arnold Neumaier,Dominik Schötzau,N
Rodney McAdam,Dominik Schötzau,N
Francisca Losavio,Dominik Slezak,N
Francis C. Chu,Dominik Slezak,N
Jerzy Leszczynski,Dominique Attali,N
Danièle Gardy,Dominique Barth,P
Sylvie Corteel,Dominique Barth,P
Alvis Brazma,Dominique Barth,N
Upkar Varshney,Dominique Barth,N
Jürgen Dassow,Dominique Barth,N
Richard E. Overill,Dominique Barth,N
Balasubramaniam Srinivasan 0001,Dominique Bonvin,N
Leonid Gurvits,Dominique Bonvin,N
Weijia Jia,Dominique Bonvin,N
Vytautas Stuikys,Dominique Bonvin,N
Frederik Maes,Dominique Bonvin,N
Francesco Maffioli,Dominique Bonvin,N
Khaled Tourshan,Dominique Gaïti,N
Charles J. Petrie,Dominique Gaïti,N
Pedro L. D. Peres,Dominique Laurent,N
Enrico Gobbetti,Dominique Laurent,N
Katarzyna Keahey,Dominique Laurent,N
M. Teresa Ortuño,Dominique M. Durand,N
Gerhard Tutz,Dominique M. Durand,N
Michael Gribskov,Dominique M. Durand,N
Balaji Prabhakar,Dominique M. Durand,N
Kaoru Hirota,Dominique M. Durand,N
Peter L. Hammer,Dominique de Werra,P
Vadim V. Lozin,Dominique de Werra,N
Sergio Rinaldi,Dominique de Werra,N
Christophe Claramunt,Domonkos Tikk,N
Amit Singhal,Domonkos Tikk,N
Adrian S. Lewis,Domonkos Tikk,N
Liliana Ardissono,Domonkos Tikk,N
András Perczel,Domonkos Tikk,N
David Gamarnik,Don Coppersmith,N
Michael Luby,Don Coppersmith,P
Mohammad Taghi Hajiaghayi,Don Coppersmith,N
Przemyslaw Stpiczynski,Don Coppersmith,N
Kai R. T. Larsen,Don Coppersmith,N
Salil Prabhakar,Don Coppersmith,P
John M. Cioffi,Don Coppersmith,P
Raymon M. Glantz,Don H. Johnson,N
Ee-Peng Lim,Don H. Johnson,N
Olivier Gascuel,Don H. Johnson,N
Douglas S. Bridges,Don H. Johnson,N
Jaeseok Kim,Don H. Johnson,N
Zoltán Ésik,Don Pigozzi,N
Tamara G. Kolda,Don Pigozzi,N
Clint Scovel,Don R. Hush,N
Thom Mulders,Don R. Hush,N
Chein-I Chang,Don R. Hush,N
Thierry Priol,Don R. Hush,N
William C. Chu,Don-Lin Yang,N
Sigurd Skogestad,Don-Lin Yang,N
Michela Milano,Don-Lin Yang,N
Carmen Coll,Don-Lin Yang,N
David Brown,Donal O'Regan,N
Parimal Pal Chaudhuri,Donal O'Regan,N
Daoud Ait-Kadi,Donal O'Regan,N
Daniel M. Russell,Donald A. Norman,P
Russell Bent,Donald A. Norman,N
Maurizio Morisio,Donald A. Norman,N
James Emil Flege,Donald A. Norman,N
John Sum,Donald A. Norman,N
Omar A. El Sawy,Donald A. Preece,N
Mauro Di Marco,Donald A. Preece,N
Ivo Düntsch,Donald A. Preece,N
Qiang Chen,Donald A. Preece,N
Trac D. Tran,Donald A. Preece,N
Nadia Busi,Donald A. Preece,N
Carsten Bormann,Donald A. Preece,N
Frank Harary,Donald C. Wunsch,N
K. Krishnamoorthy,Donald C. Wunsch,N
Brian Detlor,Donald C. Wunsch,N
Hai Le Vu,Donald C. Wunsch,N
Claude Kirchner,Donald C. Wunsch II,N
Toacy Cavalcante de Oliveira,Donald D. Cowan,N
Lorenzo Farina,Donald D. Cowan,N
Michael S. Lew,Donald D. Cowan,N
R. Scott Evans,Donald E. Brown,N
Gregory Karvounarakis,Donald E. Brown,N
Lou Caccetta,Donald E. Brown,N
Spyros Tragoudas,Donald E. Eastlake III,N
Yuhu Feng,Donald E. Eastlake III,N
C. P. Rupert,Donald E. Knuth,N
et al.,Donald E. Knuth,N
Richard Stong,Donald E. Knuth,N
Saleem N. Bhatti,Donald E. Knuth,N
Chung-Lin Huang,Donald E. Knuth,N
Dan Rubenstein,Donald F. Towsley,P
Micah Adler,Donald F. Towsley,P
Supratik Bhattacharyya,Donald F. Towsley,P
Rolf Johansson,Donald F. Towsley,N
Geoffrey Pritchard,Donald F. Weaver,N
Gustavo Deco,Donald Firesmith,N
F. Javier Luque,Donald G. Truhlar,N
Modesto Orozco,Donald G. Truhlar,N
Antoine Rauzy,Donald G. Truhlar,N
Hans van Maaren,Donald G. Truhlar,N
Christopher O. Jaynes,Donald G. Truhlar,N
Stefan Nickel,Donald Goldfarb,N
P. Mark Kayll,Donald H. Kraft,N
Chin-Wang Tao,Donald H. Kraft,N
Hung-Lin Fu,Donald H. Kraft,N
Constantinos B. Papadias,Donald H. Kraft,N
Richard Bagby,Donald H. Kraft,N
Marshall L. Fisher,Donald J. Reifer,N
Jan van Leeuwen,Donald J. Reifer,N
Frank Leymann,Donald Kossmann,P
Q. M. Jonathan Wu,Donald Kossmann,N
Francesco Scarcello,Donald Kossmann,P
Michael J. Dinneen,Donald Kossmann,N
Mauro Barni,Donald L. Keefer,N
Mads Dam,Donald L. Keefer,N
Hans-Dietrich O. F. Gronau,Donald L. Kreher,P
Milind M. Buddhikot,Donald L. Kreher,N
John K. Chapin,Donald L. Kreher,N
Alfonso Farina,Donald L. Kreher,N
Richard Y. Wang,Donald P. Ballou,N
Stuart E. Madnick,Donald P. Ballou,N
Ondrej Sýkora,Donald P. Ballou,N
Raghupathy Sivakumar,Donald P. Ballou,N
Brigitte Vallée,Donald P. Ballou,N
Watit Benjapolakul,Donald R. Thompson,N
Guy De Tré,Donald R. Thompson,N
Przemyslaw Prusinkiewicz,Donald R. Thompson,N
Arieh Lev,Donald R. Thompson,N
Lihong Huang,Donald T. Comer,N
Ram Ramesh,Donald T. Comer,N
Oswin Aichholzer,Donald W. King,N
Irene Castellón,Donald W. King,N
Robert E. Ulanowicz,Donald W. King,N
B. John Oommen,Donald W. King,N
Lawrence Chung,Donald W. King,N
Xiaoqun Wang,Donald Yeung,N
Hamid Soltanian-Zadeh,Donald Yeung,N
Francesca A. Lisi,Donato Malerba,P
Maria Francesca Costabile,Donato Malerba,P
Robert E. L. Aldred,Donato Malerba,N
Alexander L. Wolf,Donato Malerba,N
Peter van Oosterom,Donato Malerba,N
Erik Frøkjær,Donato Malerba,N
William P. Birmingham,Donato Malerba,N
Oscar De Feo,Donato Malerba,N
Stefanos Gritzalis,Donato Malerba,N
Tapan Kumar Pal,Donato Malerba,N
Charles H. Anderson,Dong Ho Park,N
Ekram Hossain,Dong In Kim,N
Vijay K. Bhargava,Dong In Kim,N
Wolfgang Wagner 0002,Dong In Kim,N
Hong Qin,Dong In Kim,N
Yiorgos Makris,Dong In Kim,N
David J. Kriegman,Dong In Kim,N
Julie M. Fiskio,Dong Sun 0001,N
Guy Kindler,Dong Sun 0001,N
Hideo Fujiwara,Dong Xiang,P
Jie Wu 0001,Dong Xiang,P
Yi Xu,Dong Xiang,P
Peter Kemper,Dong Xiang,N
H. C. Huang,Dong Xiang,N
Gábor Tardos,Dong Xiang,N
Guohui Lin,Dong Xu 0002,N
Tao Jiang 0001,Dong Xu 0002,N
Zhi-Zhong Chen,Dong Xu 0002,N
In-Joong Ha,Dong Xu 0002,N
Jiyou Jia,Dong Xu 0002,N
Riccardo Bettati,Dong Xuan,P
Chin-Tsai Lin,Dong Xuan,N
Kihyun Pyun,Dong-Ho Cho,N
Magdy S. Abadir,Dong-Ho Cho,N
Celso C. Ribeiro,Dong-Ho Cho,N
Andreas Brandstädt,Dong-Ho Cho,N
Hüseyin Akçay,Dong-Ho Cho,N
Kimberly A. Neuendorf,Dong-Ho Cho,N
Gilles Mauris,Dong-Ho Lee,N
Yoshiaki Nemoto,Dong-Ho Lee,N
Min-Jen Tsai,Dong-Ho Lee,N
Gianluca Galzerano,Dong-Hui Li,N
Wan Kyun Chung,Dong-Hui Li,N
Natalya Fridman Noy,Dong-Hui Li,N
Luigi V. Mancini,Dong-Hui Li,N
Giancarlo Mauri,Dong-Hui Li,N
Mark L. Latash,Dong-Hyun Kim,N
Diego Cabello,Dong-Hyun Kim,N
Anuj Srivastava,Dong-Hyun Kim,N
Xavier Bombois,Dong-Hyun Kim,N
Derek A. Holton,Dong-Hyun Kim,N
Yueh-Min Huang,Dong-Il Cho,N
Katsushi Inoue,Dong-Il Cho,N
Michael L. Littman,Dong-Jo Park,N
Lusheng Wang,Dong-Jo Park,N
Andreas Herzig,Dong-Jo Park,N
Blake Hannaford,Dong-Soo Kwon,N
Zoltán Ésik,Dong-Soo Kwon,N
John H. Reif,Dong-Soo Kwon,N
Bernard De Baets,Dongkyoung Chwa,N
Paloma Martínez,Dongkyoung Chwa,N
Antoine Vigneron,Donglok Kim,N
Lauri Hella,Donglok Kim,N
Peter Sanders 0001,Donglok Kim,N
Greg Turk,Donglok Kim,N
Michael Luck,Donglok Kim,N
Chansu Yu,Dongman Lee,P
John Mingers,Dongman Lee,N
Pierre Matet,Dongman Lee,N
Matt Jones 0001,Dongman Lee,N
Tamal K. Dey,Dongman Lee,N
Ran Canetti,Dongman Lee,N
Gérard D. Cohen,Dongman Lee,N
L. Paul Chew,Dongsu Kim,N
Jean-Didier Legat,Dongsu Kim,N
Forouzan Golshani,Dongyang Long,N
Ming Zhang,Donny Tjandra,N
Stephen T. C. Wong,Donny Tjandra,N
Daniel Ralph,Donny Tjandra,N
Paola Flocchini,Donny Tjandra,N
Rogério de Lemos,Donny Tjandra,N
Ivan Bratko,Donny Tjandra,N
Brian J. Corbitt,Donny Tjandra,N
Wolfgang Ring,Donny Tjandra,N
Cheryl E. Praeger,Doo-Hwan Bae,P
Foster J. Provost,Doo-Kwon Baik,N
Marcelo Finger,Dorel Lucanu,N
